상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220800835315,남원편의점,,G2,소매,G204,종합 소매,G20405,편의점,G47216,빵류; 과자류 및 당류 소매업,26,부산광역시,26500,수영구,26500730,수영동,2650010200,수영동,2650010200104620001,1,대지,462.0,1.0,부산광역시 수영구 수영동 462-1,265004214334,부산광역시 수영구 연수로357번길,8,,2650010200104620001011929,,부산광역시 수영구 연수로357번길 8,613831,48231,,,,129.110172695965,35.1713988543072
MA010120220808648594,이마트24R청사포점,해운대,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350540,중2동,2635010600,중동,2635010600105300000,1,대지,530.0,,부산광역시 해운대구 중동 530,263503133042,부산광역시 해운대구 청사포로,129,,2635010600105300000002779,,부산광역시 해운대구 청사포로 129,612845,48116,,,,129.192685898546,35.1609934606518
MA010120220805476575,행복컴퍼니,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230740,개금1동,2623011100,개금동,2623011100105220003,1,대지,522.0,3.0,부산광역시 부산진구 개금동 522-3,262304187374,부산광역시 부산진구 복지로8번길,5,,2623011100105220003017236,,부산광역시 부산진구 복지로8번길 5,614111,47320,,,,129.02007718851,35.152199568224
MA010120220810525792,이마트24괴정,제일점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26380,사하구,26380520,괴정2동,2638010100,괴정동,2638010100103860016,1,대지,386.0,16.0,부산광역시 사하구 괴정동 386-16,263803134014,부산광역시 사하구 사리로,10,,2638010100103860016016556,,부산광역시 사하구 사리로 10,604082,49348,,,,128.99967117868,35.1007204856699
MA010120220810529145,씨유동아대부민점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26140,서구,26140590,부민동,2614010900,부민동1가,2614010900100060001,1,대지,6.0,1.0,부산광역시 서구 부민동1가 6-1,261403006005,부산광역시 서구 구덕로,224,,2614010900100420001000001,,부산광역시 서구 구덕로 224,602816,49223,,,,129.020283463297,35.1046051543147
MA010120220810502722,세븐부평제일점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26110,중구,26110560,부평동,2611012400,부평동2가,2611012400100300005,1,대지,30.0,5.0,부산광역시 중구 부평동2가 30-5,261104175176,부산광역시 중구 부평2길,3,,2611012400100300005005518,,부산광역시 중구 부평2길 3,600807,48979,,,,129.026267442965,35.0995938407602
MA010120220805127025,마켓무사상근린공원점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26530,사상구,26530645,감전동,2653010500,감전동,2653010500102550004,1,대지,255.0,4.0,부산광역시 사상구 감전동 255-4,265304217169,부산광역시 사상구 백양대로572번길,17,17.0,2653010500102550004000001,서우블루빌,부산광역시 사상구 백양대로572번길 17-17,617801,46992,,1,,128.991651648449,35.1577619792889
MA010120220810999292,세븐일레븐부산롯데,캐슬점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230610,전포2동,2623010200,전포동,2623010200105870000,1,대지,587.0,,부산광역시 부산진구 전포동 587,262304187672,부산광역시 부산진구 전포대로275번길,20,,2623010200105870000013873,서면롯데캐슬스카이,부산광역시 부산진구 전포대로275번길 20,614793,47241,,1,,129.063623118948,35.1620630975236
MA010120220800994674,애니타임,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26320,북구,26320530,금곡동,2632010100,금곡동,2632010100108350001,1,대지,835.0,1.0,부산광역시 북구 금곡동 835-1,263202132001,부산광역시 북구 금곡대로,586,,2632010100108350001000001,,부산광역시 북구 금곡대로 586,616812,46507,,,,129.01379624088,35.2595878107777
MA010120220813218218,세븐부산명지대주점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26440,강서구,26440545,명지2동,2644010400,명지동,2644010400132380009,1,대지,3238.0,9.0,부산광역시 강서구 명지동 3238-9,264403136044,부산광역시 강서구 명지오션시티3로,23,,2644010400132380009000001,대주빌딩,부산광역시 강서구 명지오션시티3로 23,618814,46765,,1,,128.903007785828,35.0822521833656
MA010120220808261529,세븐부산경성대점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26290,남구,26290530,대연3동,2629010600,대연동,2629010600100550011,1,대지,55.0,11.0,부산광역시 남구 대연동 55-11,262904193211,부산광역시 남구 용소로7번길,21,,2629010600100550011000401,,부산광역시 남구 용소로7번길 21,608804,48508,,1,,129.101369940398,35.1372359799582
MA010120220810773879,세븐연산목화점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26470,연제구,26470680,연산4동,2647010200,연산동,2647010200107240008,1,대지,724.0,8.0,부산광역시 연제구 연산동 724-8,264702000010,부산광역시 연제구 중앙대로,1118,,2647010200107240008019044,,부산광역시 연제구 중앙대로 1118,611822,47520,,,,129.081597612598,35.1874474137632
MA010120220803413765,세븐일레븐부산부전,에이스점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300101270000,1,대지,127.0,,부산광역시 부산진구 부전동 127,262304187693,부산광역시 부산진구 중앙대로756번길,10,,2623010300101270000033945,성도빌딩,부산광역시 부산진구 중앙대로756번길 10,614844,47245,,1,,129.061186094521,35.1594191406462
MA010120220804973087,지에스25당리배고개점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26380,사하구,26380550,당리동,2638010200,당리동,2638010200104980007,1,대지,498.0,7.0,부산광역시 사하구 당리동 498-7,263803134007,부산광역시 사하구 다대로,22,,2638010200104980007027014,,부산광역시 사하구 다대로 22,604830,49416,,,,128.976440386849,35.1004797425591
MA010120220813952714,씨유부산금사백산점,,G2,소매,G204,종합 소매,G20405,편의점,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26410,금정구,26410530,서3동,2641011000,서동,2641011000100380001,1,대지,38.0,1.0,부산광역시 금정구 서동 38-1,264104205220,부산광역시 금정구 서곡로34번길,72,,2641011000100380019013599,백산상가빌라,부산광역시 금정구 서곡로34번길 72,609858,46315,,1,,129.107229914551,35.2193551377227
MA010120220811403896,GS25조방점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400108330036,1,대지,833.0,36.0,부산광역시 동구 범일동 833-36,261704181401,부산광역시 동구 조방로49번길,18,,2617010400108330036010685,,부산광역시 동구 조방로49번길 18,601808,48738,,,,129.059942205701,35.1392452373017
MA010120220806799831,세븐일레븐부산서면,제일점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300105220049,1,대지,522.0,49.0,부산광역시 부산진구 부전동 522-49,262303129025,부산광역시 부산진구 서면로,29,,2623010300105220049030128,,부산광역시 부산진구 서면로 29,614850,47288,,1,,129.05752095887,35.1533175128789
MA010120220804331117,마마트,아시아드점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26260,동래구,26260600,사직3동,2626010900,사직동,2626010900101310022,1,대지,131.0,22.0,부산광역시 동래구 사직동 131-22,262604190297,부산광역시 동래구 아시아드대로108번길,63,,2626010900101310022002292,여고빌,부산광역시 동래구 아시아드대로108번길 63,607821,47845,,1,,129.069976644972,35.1949460385074
MA010120220803528248,이마트24R그랜드조선,부산점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600114050016,1,대지,1405.0,16.0,부산광역시 해운대구 중동 1405-16,263503133043,부산광역시 해운대구 해운대해변로,292,,2635010600114050016018182,,부산광역시 해운대구 해운대해변로 292,612846,48099,,4,,129.163132506307,35.1600651384488
MA010120220810678162,하프타임사상점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400105590015,1,대지,559.0,15.0,부산광역시 사상구 괘법동 559-15,265304217046,부산광역시 사상구 광장로56번길,13,,2653010400105590015010111,,부산광역시 사상구 광장로56번길 13,617809,46972,,,,128.982577522235,35.1614074293801
MA010120220808334416,씨유장림,삼거리점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26380,사하구,26380580,장림1동,2638010500,장림동,2638010500108080060,1,대지,808.0,60.0,부산광역시 사하구 장림동 808-60,263804202435,부산광역시 사하구 장림시장5길,2,,2638010500108080060008291,,부산광역시 사하구 장림시장5길 2,604842,49476,,1,,128.965150939812,35.0810444448846
MA010120220811741119,씨유기계공구단지본관점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26440,강서구,26440520,대저2동,2644010200,대저2동,2644010200131530001,1,대지,3153.0,1.0,부산광역시 강서구 대저2동 3153-1,264403136075,부산광역시 강서구 유통단지1로,41,,2644010200131530001000001,부산티플렉스본관동,부산광역시 강서구 유통단지1로 41,618899,46721,,1,,128.95582301021,35.1673396711401
MA010120220811614663,하프타임노포점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26410,금정구,26410665,청룡노포동,2641010200,노포동,2641010200100160006,1,대지,16.0,6.0,부산광역시 금정구 노포동 16-6,264102000010,부산광역시 금정구 중앙대로,2350,,2641010200100160006000002,,부산광역시 금정구 중앙대로 2350,609360,46202,,,,129.100197272537,35.2928213146119
MA010120220808611888,씨스페이스일광점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26710,기장군,26710259,일광읍,2671025921,일광읍,2671025921108900003,1,대지,890.0,3.0,부산광역시 기장군 일광읍 삼성리 890-3,267103352383,부산광역시 기장군 일광읍 해송3로,4,,2671031021108900003000001,,부산광역시 기장군 일광읍 해송3로 4,619912,46044,,1,,129.230599040349,35.2657501988431
MA010120220807148662,세븐일레븐그랜드점,해운대,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2635010500106480011,1,대지,648.0,11.0,부산광역시 해운대구 우동 648-11,263504199297,부산광역시 해운대구 해운대해변로221번길,16,1.0,2635010500106480011009507,,부산광역시 해운대구 해운대해변로221번길 16-1,612821,48093,,1,,129.156444953289,35.1598780242218
MA010120220804766557,이마트24부산터널점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26110,중구,26110590,영주1동,2611010100,영주동,2611010100105650002,1,대지,565.0,2.0,부산광역시 중구 영주동 565-2,261103125009,부산광역시 중구 대영로,224,,2611010100105650002004595,,부산광역시 중구 대영로 224,600811,48922,,1,,129.0352670651,35.1118251662881
MA010120220805635402,GS25해운우동1로,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2635010500103970115,1,대지,397.0,115.0,부산광역시 해운대구 우동 397-115,263503133030,부산광역시 해운대구 우동1로,62,,2635010500103970115014704,,부산광역시 해운대구 우동1로 62,612820,48087,,1,,129.157761949707,35.1669465536749
MA010120220810517500,GS25하단,가락점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2638010300105030027,1,대지,503.0,27.0,부산광역시 사하구 하단동 503-27,263804202517,부산광역시 사하구 하신번영로312번길,23,,2638010300105030027035970,,부산광역시 사하구 하신번영로312번길 23,604851,49309,,,,128.960420912597,35.1087695096816
MA010120220811404571,CU수영현대점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26500,수영구,26500730,수영동,2650010200,수영동,2650010200105030014,1,대지,503.0,14.0,부산광역시 수영구 수영동 503-14,265003138007,부산광역시 수영구 구락로,8,19.0,2650010200105030014004768,,부산광역시 수영구 구락로 8-19,613832,48223,,,,129.120664991,35.1688815686988
MA010120220810714777,씨유서면쌈지공원점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300105020029,1,대지,502.0,29.0,부산광역시 부산진구 부전동 502-29,262304187070,부산광역시 부산진구 가야대로784번길,33,,2623010300105020029023164,,부산광역시 부산진구 가야대로784번길 33,614847,47285,,,,129.057334942582,35.1559520689938
MA010120220812894998,지에스25구포다온점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26320,북구,26320510,구포1동,2632010500,구포동,2632010500112070001,1,대지,1207.0,1.0,부산광역시 북구 구포동 1207-1,263203132019,부산광역시 북구 팽나무로,18,,2632010500112070001012469,성화빌라,부산광역시 북구 팽나무로 18,616800,46598,,1,,129.006137285045,35.2046900942071
MA010120220808628743,씨유금곡스마일점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26320,북구,26320530,금곡동,2632010100,금곡동,2632010100112240002,1,대지,1224.0,2.0,부산광역시 북구 금곡동 1224-2,263202132001,부산광역시 북구 금곡대로,432,,2632010100112240002015401,,부산광역시 북구 금곡대로 432,616813,46511,,1,,129.01315460306,35.246973260666
MA010120220812003197,지에스25만덕,대성점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26320,북구,26320572,만덕2동,2632010300,만덕동,2632010300109270001,1,대지,927.0,1.0,부산광역시 북구 만덕동 927-1,263204196119,부산광역시 북구 덕천로259번길,30,,2632010300109270001000137,대성타워,부산광역시 북구 덕천로259번길 30,616756,46565,,,,129.035125082056,35.2118119573898
MA010120220811612908,GS25정관공단점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26710,기장군,26710256,정관읍,2671025625,정관읍,2671025625110510001,1,대지,1051.0,1.0,부산광역시 기장군 정관읍 달산리 1051-1,267103140028,부산광역시 기장군 정관읍 산단4로,1,,2671032025110510001000001,,부산광역시 기장군 정관읍 산단4로 1,619961,46027,,,,129.180298775098,35.3157065227766
MA010120220814132537,이마트24보수스탑점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26110,중구,26110545,보수동,2611012100,보수동2가,2611012100100740006,1,대지,74.0,6.0,부산광역시 중구 보수동2가 74-6,261103125015,부산광역시 중구 흑교로,67,2.0,2611012100100740006000001,,부산광역시 중구 흑교로 67-2,600082,48963,,1,,129.023888795065,35.1053921023439
MA010120220811461715,코리아세븐비치점주,해운대,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600113910041,1,대지,1391.0,41.0,부산광역시 해운대구 중동 1391-41,263503132002,부산광역시 해운대구 구남로,42,1.0,2635010600113910041000001,,부산광역시 해운대구 구남로 42-1,612847,48094,,,,129.161317793721,35.160322826353
MA010120220812055466,씨유토곡,센터점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26470,연제구,26470730,연산9동,2647010200,연산동,2647010200104820001,1,대지,482.0,1.0,부산광역시 연제구 연산동 482-1,264703135002,부산광역시 연제구 고분로,242,,2647010200104820001000152,,부산광역시 연제구 고분로 242,611812,47570,,1,,129.108696139501,35.1843380588288
MA010120220811461537,세븐반송２호점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350620,반송2동,2635010100,반송동,2635010100100400551,1,대지,40.0,551.0,부산광역시 해운대구 반송동 40-551,263504199050,부산광역시 해운대구 반송로924번길,21,,2635010100100400551015609,,부산광역시 해운대구 반송로924번길 21,612800,48006,,,,129.156415087823,35.2318254395418
MA010120220810516149,지에스25서면중양점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300105220041,1,대지,522.0,41.0,부산광역시 부산진구 부전동 522-41,262303129025,부산광역시 부산진구 서면로,19,1.0,2623010300105220041001920,,부산광역시 부산진구 서면로 19-1,614850,47288,,,,129.05759879605,35.1524871203444
MA010120220810796668,씨유새동래럭키점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26260,동래구,26260560,온천2동,2626010800,온천동,2626010800114330013,1,대지,1433.0,13.0,부산광역시 동래구 온천동 1433-13,262604190460,부산광역시 동래구 중앙대로1335번길,41,,2626010800114330013010962,,부산광역시 동래구 중앙대로1335번길 41,607837,47733,,1,,129.075494034872,35.2068459176214
MA010120220804575873,씨유동의대지천관점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230710,가야1동,2623011000,가야동,2623011000104660000,1,대지,466.0,,부산광역시 부산진구 가야동 466,262303006020,부산광역시 부산진구 엄광로,176,,2623011000100070000035417,,부산광역시 부산진구 엄광로 176,614803,47340,,,,129.036317426636,35.1443217521708
MA010120220811405850,세븐일레븐우동,롯데점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2635010500109520000,1,대지,952.0,,부산광역시 해운대구 우동 952,263504199274,부산광역시 해운대구 해운대로483번길,8,1.0,2635010500109520000011721,,부산광역시 해운대구 해운대로483번길 8-1,612820,48065,,1,,129.14661206744,35.1631796967525
MA010120220813706649,지에스25프리미어호텔점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500115210000,1,대지,1521.0,,부산광역시 해운대구 우동 1521,263503133011,부산광역시 해운대구 센텀1로,17,,2635010500115210000000001,,부산광역시 해운대구 센텀1로 17,612889,48060,,1,,129.131588229957,35.166923520565
MA010120220811619115,GS25정관,신도시점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26710,기장군,26710256,정관읍,2671025622,정관읍,2671025622107670009,1,대지,767.0,9.0,부산광역시 기장군 정관읍 매학리 767-9,267103140009,부산광역시 기장군 정관읍 구연방곡로,9,,2671032025107160002000001,,부산광역시 기장군 정관읍 구연방곡로 9,619963,46023,,,,129.184011926545,35.3205055161295
MA010120220811729577,지에스25과기대원룸점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26320,북구,26320521,구포3동,2632010500,구포동,2632010500112620025,1,대지,1262.0,25.0,부산광역시 북구 구포동 1262-25,263204196111,부산광역시 북구 낙동북로772번길,54,,2632010500112620025013656,,부산광역시 북구 낙동북로772번길 54,616809,46640,,,,129.005954935778,35.1963843587589
MA010120220811896566,노브랜드,,G2,소매,G204,종합 소매,G20405,편의점,M71531,경영 컨설팅업,26,부산광역시,26200,영도구,26200530,남항동,2620010600,남항동2가,2620010600100650022,1,대지,65.0,22.0,부산광역시 영도구 남항동2가 65-22,262003128020,부산광역시 영도구 절영로,70,,2620010600100650022005847,,부산광역시 영도구 절영로 70,606802,49047,,,,129.038584714324,35.0882757982245
MA010120220800062114,세윤상사,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800104170001,1,대지,417.0,1.0,부산광역시 부산진구 부암동 417-1,262303129016,부산광역시 부산진구 백양순환로,132,,2623010800104170001027119,,부산광역시 부산진구 백양순환로 132,614839,47143,,,,129.040560492582,35.1688071192821
MA010120220814268873,지에스25경성,중앙점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26290,남구,26290530,대연3동,2629010600,대연동,2629010600100720007,1,대지,72.0,7.0,부산광역시 남구 대연동 72-7,262903131037,부산광역시 남구 수영로,298,,2629010600100720007027187,산암빌딩,부산광역시 남구 수영로 298,608805,48499,,,,129.099038455219,35.1365825118577
MA010120220811705860,다판다아이스신라대점,,G2,소매,G204,종합 소매,G20405,편의점,G47216,빵류; 과자류 및 당류 소매업,26,부산광역시,26530,사상구,26530620,괘법동,2653010400,괘법동,2653010400109280042,1,대지,928.0,42.0,부산광역시 사상구 괘법동 928-42,265304217175,부산광역시 사상구 백양대로700번길,140,,2653010400100010000000001,글로벌타운,부산광역시 사상구 백양대로700번길 140,617806,46958,,,,128.997739770651,35.172035414985
MA010120220810101631,세븐일레븐부산영선,로터리점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26200,영도구,26200550,영선2동,2620011000,영선동3가,2620011000101230001,1,대지,123.0,1.0,부산광역시 영도구 영선동3가 123-1,262003128020,부산광역시 영도구 절영로,118,2.0,2620011000101230001000613,,부산광역시 영도구 절영로 118-2,606043,49079,,1,,129.042028924444,35.0852619694911
MA010120220810071273,세븐일레븐부산,재송점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26350,해운대구,26350650,재송1동,2635010400,재송동,2635010400111050007,1,대지,1105.0,7.0,부산광역시 해운대구 재송동 1105-7,263504199250,부산광역시 해운대구 해운대로143번길,32,,2635010400111050007000001,,부산광역시 해운대구 해운대로143번길 32,612831,48055,,1,,129.122843571098,35.1847126003342
MA010120220810645415,지에스25동일,타워점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26170,동구,26170660,범일2동,2617010400,범일동,2617010400108300140,1,대지,830.0,140.0,부산광역시 동구 범일동 830-140,261703127033,부산광역시 동구 조방로,14,,2617010400108300140000001,동일타워,부산광역시 동구 조방로 14,601808,48741,,1,,129.063450634676,35.1387259298607
MA010120220804864165,씨유용호동명,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26290,남구,26290570,용호1동,2629010700,용호동,2629010700104210017,1,대지,421.0,17.0,부산광역시 남구 용호동 421-17,262903131005,부산광역시 남구 동명로,108,,2629010700104210017010342,,부산광역시 남구 동명로 108,608833,48564,,1,,129.10896785214,35.1200540580424
MA010120220813964995,씨유연산,연일점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26470,연제구,26470680,연산4동,2647010200,연산동,2647010200106030022,1,대지,603.0,22.0,부산광역시 연제구 연산동 603-22,264704211058,부산광역시 연제구 고분로13번길,5,,2647010200106030022015649,,부산광역시 연제구 고분로13번길 5,611820,47549,,,,129.084001677739,35.1861624602881
MA010120220810511419,이마트24송도탑스빌점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26140,서구,26140680,암남동,2614012400,암남동,2614012400102550001,1,대지,255.0,1.0,부산광역시 서구 암남동 255-1,261402126001,부산광역시 서구 충무대로,56,,2614012400102570001018242,송도탑스빌,부산광역시 서구 충무대로 56,602831,49269,,1,,129.018122028965,35.0778671465544
MA010120220806859679,씨유모라리버빌점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26530,사상구,26530591,모라1동,2653010200,모라동,2653010200109910000,1,대지,991.0,,부산광역시 사상구 모라동 991,265303132023,부산광역시 사상구 사상로,512,,2653010200109910000012194,모라리버빌,부산광역시 사상구 사상로 512,617822,46919,,1,,128.989244103683,35.1900094838472
MA010120220814309800,씨유덕천,의성점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26320,북구,26320561,덕천3동,2632010400,덕천동,2632010400104290001,1,대지,429.0,1.0,부산광역시 북구 덕천동 429-1,263203132018,부산광역시 북구 의성로,123,,2632010400104290001000816,,부산광역시 북구 의성로 123,616822,46574,,1,,129.011344244872,35.2096952612766
MA010120220810822912,세븐사직야구장본점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26260,동래구,26260590,사직2동,2626010900,사직동,2626010900109300002,1,대지,930.0,2.0,부산광역시 동래구 사직동 930-2,262603130033,부산광역시 동래구 종합운동장로,29,,2626010900107490005007926,사직야구장내,부산광역시 동래구 종합운동장로 29,607861,47874,,,,129.063411618097,35.1927691861342
MA010120220805111071,세븐일레븐부산온천삼정점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26260,동래구,26260570,온천3동,2626010800,온천동,2626010800116850002,1,대지,1685.0,2.0,부산광역시 동래구 온천동 1685-2,262604190258,부산광역시 동래구 쇠미로129번길,94,,2626010800116850002003694,,부산광역시 동래구 쇠미로129번길 94,607840,47868,,1,,129.058416781019,35.2062544275962
MA010120220812271902,씨유덕포덕상로점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26530,사상구,26530610,덕포2동,2653010300,덕포동,2653010300100240021,1,대지,24.0,21.0,부산광역시 사상구 덕포동 24-21,265303139007,부산광역시 사상구 덕상로,58,1.0,2653010300100240021018481,,부산광역시 사상구 덕상로 58-1,617810,46939,,,,128.989950008124,35.1766425134734
MA010120220810772416,세븐일레븐,연산점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26470,연제구,26470690,연산5동,2647010200,연산동,2647010200107100001,1,대지,710.0,1.0,부산광역시 연제구 연산동 710-1,264703129045,부산광역시 연제구 월드컵대로,109,,2647010200107100001017175,,부산광역시 연제구 월드컵대로 109,611839,47597,,,,129.082431223685,35.1839816565739
MA010120220808912745,씨유당감,사거리점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230700,당감4동,2623010900,당감동,2623010900107330005,1,대지,733.0,5.0,부산광역시 부산진구 당감동 733-5,262303129006,부산광역시 부산진구 당감로,63,,2623010900107330005014212,,부산광역시 부산진구 당감로 63,614821,47145,,,,129.03861416322,35.1673349571558
MA010120220803072397,이마트24부산,시청역점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26470,연제구,26470690,연산5동,2647010200,연산동,2647010200113310013,1,대지,1331.0,13.0,부산광역시 연제구 연산동 1331-13,264702000010,부산광역시 연제구 중앙대로,1050,,2647010200113310013000019,,부산광역시 연제구 중앙대로 1050,611839,47598,,1,,129.078689663929,35.1818831845091
MA010120220808656643,세븐일레븐부산,서면점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300105210021,1,대지,521.0,21.0,부산광역시 부산진구 부전동 521-21,262303129025,부산광역시 부산진구 서면로,33,,2623010300105210021044068,,부산광역시 부산진구 서면로 33,614847,47288,,1,,129.057540774581,35.1536686298685
MA010120220810374385,씨유동대신역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,26,부산광역시,26140,서구,26140540,서대신1동,2614010400,서대신동1가,2614010400100520016,1,대지,52.0,16.0,부산광역시 서구 서대신동1가 52-16,261403006005,부산광역시 서구 구덕로,281,,2614010400100520016004067,,부산광역시 서구 구덕로 281,602091,49235,,1,,129.01815706098,35.1090923974413
