상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220804928531,바이탈휘트니스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26290,남구,26290710,문현4동,2629010900,문현동,2629010900103660018,1,대지,366,18,부산광역시 남구 문현동 366-18,262903131037,부산광역시 남구 수영로,12,,2629010900103660018026603,세종그랑시아,부산광역시 남구 수영로 12,608856,48456,,1,,129.069124136873,35.1361960115187
MA010120220814288813,리본휘트니스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500103230000,1,대지,323,,부산광역시 수영구 남천동 323,265004214384,부산광역시 수영구 황령대로473번길,15,,2650010500103230000000001,남천엑슬루타워,부산광역시 수영구 황령대로473번길 15,613816,48312,,1,,129.106485684064,35.1399316972973
MA010120220810531922,리핏1:1바디스쿨,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600109100000,1,대지,910,,부산광역시 사하구 다대동 910,263803134007,부산광역시 사하구 다대로,547,,2638010600109100000019715,,부산광역시 사하구 다대로 547,604825,49524,,7,,128.971389511927,35.0573770233348
MA010120220811945087,윤기봉헬스아카데미,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26290,남구,26290560,대연6동,2629010600,대연동,2629010600117670017,1,대지,1767,17,부산광역시 남구 대연동 1767-17,262903131037,부산광역시 남구 수영로,163,,2629010600117670017032196,,부산광역시 남구 수영로 163,608817,48453,,7,,129.084428573109,35.1349513669137
MA010120220802939530,듀오짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2638010300105040019,1,대지,504,19,부산광역시 사하구 하단동 504-19,263804202154,부산광역시 사하구 낙동대로519번길,13,,2638010300105040019024670,,부산광역시 사하구 낙동대로519번길 13,604851,49309,,,,128.964609184204,35.1100985214679
MA010120220810013723,마이코치짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300102410017,1,대지,241,17,부산광역시 부산진구 부전동 241-17,262302000010,부산광역시 부산진구 중앙대로,681,1,2623010300102410017014115,,부산광역시 부산진구 중앙대로 681-1,614846,47289,,3,,129.058845031875,35.1536104185392
MA010120220807757951,어나더짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26500,수영구,26500800,민락동,2650010300,민락동,2650010300101350000,1,대지,135,,부산광역시 수영구 민락동 135,265003138005,부산광역시 수영구 광안해변로,311,,2650010300101350000000001,서희스타힐스센텀프리모,부산광역시 수영구 광안해변로 311,613829,48290,,2,,129.127431684965,35.157336308619
MA010120220810699922,더짐피트니스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26320,북구,26320520,구포2동,2632010500,구포동,2632010500110870001,1,대지,1087,1,부산광역시 북구 구포동 1087-1,263202006008,부산광역시 북구 백양대로,1017,,2632010500110870001002072,한성빌딩,부산광역시 북구 백양대로 1017,616807,46650,,6,,128.99454580043,35.1967260834873
MA010120220811687324,스마트짐다대포점,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600115480000,1,대지,1548,,부산광역시 사하구 다대동 1548,263804202164,부산광역시 사하구 다대낙조2길,85,,2638010600115480000000001,다대동다대포케이프포인트,부산광역시 사하구 다대낙조2길 85,604827,49501,,B1,,128.961540580163,35.0529586753789
MA010120220800298493,FM퍼스널트레이닝,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26260,동래구,26260580,사직1동,2626010900,사직동,2626010900100470027,1,대지,47,27,부산광역시 동래구 사직동 47-27,262603130010,부산광역시 동래구 사직북로,24,,2626010900100470027008197,,부산광역시 동래구 사직북로 24,607817,47859,,5,,129.060534943379,35.1979637937875
MA010120220811556966,썬짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230720,가야2동,2623011000,가야동,2623011000104780000,1,대지,478,,부산광역시 부산진구 가야동 478,262303006020,부산광역시 부산진구 엄광로,143,,2623011000104780000010825,대도운수,부산광역시 부산진구 엄광로 143,614806,47384,,1,,129.030673841055,35.1476787303551
MA010120220805029010,핏머슬짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600113780011,1,대지,1378,11,부산광역시 해운대구 중동 1378-11,263503133040,부산광역시 해운대구 중동1로,25,1,2635010600113780011018156,,부산광역시 해운대구 중동1로 25-1,612847,48095,,5,,129.162554334214,35.1630942888301
MA010120220803313627,곤코치1:1PT전문센터,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26470,연제구,26470610,거제1동,2647010100,거제동,2647010100102030015,1,대지,203,15,부산광역시 연제구 거제동 203-15,264703130025,부산광역시 연제구 미남로,11,,2647010100102030015007248,,부산광역시 연제구 미남로 11,611803,47502,,,,129.071758884494,35.195095779549
MA010120220804773125,휴밸런스운동센터,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230550,초읍동,2623010700,초읍동,2623010700101780017,1,대지,178,17,부산광역시 부산진구 초읍동 178-17,262303129029,부산광역시 부산진구 성지로,118,,2623010700101780017026616,유성빌딩,부산광역시 부산진구 성지로 118,614872,47115,,3,,129.051313793908,35.1805297756302
MA010120220813316076,벨로시티화명,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122720004,1,대지,2272,4,부산광역시 북구 화명동 2272-4,263202132002,부산광역시 북구 화명대로,27,,2632010200122720004008584,,부산광역시 북구 화명대로 27,616852,46525,,6,,129.011260612572,35.2352265965475
MA010120220813944839,아놀드홍짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26200,영도구,26200590,봉래1동,2620011600,봉래동2가,2620011600101490000,1,대지,149,,부산광역시 영도구 봉래동2가 149,262003128013,부산광역시 영도구 봉래나루로,190,,2620011600101240001003049,,부산광역시 영도구 봉래나루로 190,606062,49003,,1,,129.044090473243,35.0966991657429
MA010120220804927678,더플래닛짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26350,해운대구,26350551,좌1동,2635010700,좌동,2635010700114660003,1,대지,1466,3,부산광역시 해운대구 좌동 1466-3,263503133010,부산광역시 해운대구 세실로,77,,2635010700114660003030763,성부빌딩,부산광역시 해운대구 세실로 77,612836,48106,,8,,129.176549725514,35.1714854516479
MA010120220813250596,위드짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26260,동래구,26260545,명륜동,2626010700,명륜동,2626010700105280004,1,대지,528,4,부산광역시 동래구 명륜동 528-4,262602006006,부산광역시 동래구 충렬대로,180,,2626010700105280004000080,,부산광역시 동래구 충렬대로 180,607804,47815,,5,,129.079538996153,35.2035773948232
MA010120220808525602,템플짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26290,남구,26290530,대연3동,2629010600,대연동,2629010600100730011,1,대지,73,11,부산광역시 남구 대연동 73-11,262903131037,부산광역시 남구 수영로,297,,2629010600100730011000486,대영빌딩,부산광역시 남구 수영로 297,608805,48434,,3,,129.098655270896,35.1370397297787
MA010120220810534652,프라이빗짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380550,당리동,2638010200,당리동,2638010200103210001,1,대지,321,1,부산광역시 사하구 당리동 321-1,263802006002,부산광역시 사하구 낙동대로,388,,2638010200103210001020626,리치W,부산광역시 사하구 낙동대로 388,604831,49329,,3,,128.975908193448,35.1034172724589
MA010120220814091176,이지핏스튜디오,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2638010300111600006,1,대지,1160,6,부산광역시 사하구 하단동 1160-6,263803134034,부산광역시 사하구 하신번영로,385,,2638010300111600006000001,SM빌딩,부산광역시 사하구 하신번영로 385,604851,49301,,3,,128.960514210338,35.1154097468953
MA010120220804864335,베스트피트니스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26350,해운대구,26350530,중1동,2635010600,중동,2635010600117750007,1,대지,1775,7,부산광역시 해운대구 중동 1775-7,263503133039,부산광역시 해운대구 좌동순환로,473,,2635010600117760001014497,해운대비치로데오아울렛,부산광역시 해운대구 좌동순환로 473,612851,48097,,4,,129.169416960702,35.1636654137467
MA010120220811610259,바디체인지클럽,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230600,전포1동,2623010200,전포동,2623010200103620047,1,대지,362,47,부산광역시 부산진구 전포동 362-47,262302006005,부산광역시 부산진구 전포대로,152,,2623010200103620047019797,,부산광역시 부산진구 전포대로 152,614863,47306,,4,,129.065736464715,35.1501677838652
MA010120220811774140,헬스타짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230700,당감4동,2623010900,당감동,2623010900106660007,1,대지,666,7,부산광역시 부산진구 당감동 666-7,262303129016,부산광역시 부산진구 백양순환로,19,,2623010900106660007000001,대보빌딩,부산광역시 부산진구 백양순환로 19,614823,47160,,3,,129.032918569584,35.1664574505347
MA010120220806586363,럭키네PT,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26140,서구,26140640,충무동,2614011400,토성동3가,2614011400100330022,1,대지,33,22,부산광역시 서구 토성동3가 33-22,261403006005,부산광역시 서구 구덕로,150,,2614011400100330022009018,,부산광역시 서구 구덕로 150,602053,49246,,3,,129.02061032324,35.0983004778554
MA010120220803021894,프롭운동처방,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26500,수영구,26500660,남천1동,2650010500,남천동,2650010500105560000,1,대지,556,,부산광역시 수영구 남천동 556,265004214067,부산광역시 수영구 광안해변로15번길,77,,2650010500105560000012884,,부산광역시 수영구 광안해변로15번길 77,613819,48313,,2,,129.109043769937,35.1391572487481
MA010120220809712754,스트롱플래닛,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26350,해운대구,26350552,좌2동,2635010700,좌동,2635010700113170000,1,대지,1317,,부산광역시 해운대구 좌동 1317,263503133010,부산광역시 해운대구 세실로,30,,2635010700113170000011666,경동지플러스,부산광역시 해운대구 세실로 30,612840,48110,,1,,129.179398702375,35.1684424290749
MA010120220807415856,404피트니스오션시티점,명지,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91136,골프 연습장 운영업,26,부산광역시,26440,강서구,26440545,명지2동,2644010400,명지동,2644010400132390000,1,대지,3239,,부산광역시 강서구 명지동 3239,264403136039,부산광역시 강서구 명지오션시티11로,74,,2644010400132390000000001,,부산광역시 강서구 명지오션시티11로 74,618814,46764,,7,,128.90402566651,35.0840656381535
MA010120220807056145,헬스보이짐,서면점,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230520,부전2동,2623010300,부전동,2623010300101950001,1,대지,195,1,부산광역시 부산진구 부전동 195-1,262302000010,부산광역시 부산진구 중앙대로,686,,2623010300101950001000001,,부산광역시 부산진구 중앙대로 686,614845,47296,,2,,129.059588274594,35.153931211652
MA010120220805271329,제이에너지점핑,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400112900011,1,대지,1290,11,부산광역시 부산진구 범천동 1290-11,262303129031,부산광역시 부산진구 신암로,31,,2623010400112900011000001,,부산광역시 부산진구 신암로 31,614833,47369,,3,,129.055619569471,35.1449058922903
MA010120220802147178,타임핏휘트니스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26470,연제구,26470610,거제1동,2647010100,거제동,2647010100114900002,1,대지,1490,2,부산광역시 연제구 거제동 1490-2,264704211189,부산광역시 연제구 법원로32번길,10,,2647010100114900002000915,협성프라자,부산광역시 연제구 법원로32번길 10,611723,47511,,1,,129.07458315029,35.1913256400167
MA010120220806614165,에이치포스포츠,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26530,사상구,26530591,모라1동,2653010200,모라동,2653010200113470002,1,대지,1347,2,부산광역시 사상구 모라동 1347-2,265302006008,부산광역시 사상구 백양대로,945,,2653010200113470002015863,,부산광역시 사상구 백양대로 945,617818,46929,,3,,128.991509204999,35.1906120741919
MA010120220803387485,크로스핏바이킹,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2635010500101490009,1,대지,149,9,부산광역시 해운대구 우동 149-9,263503133031,부산광역시 해운대구 우동2로,16,,2635010500101490009009589,,부산광역시 해운대구 우동2로 16,612818,48086,,1,,129.160484378816,35.1661500620511
MA010120220812304850,스마트짐구서점,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700107750001,1,대지,775,1,부산광역시 금정구 구서동 775-1,264104205400,부산광역시 금정구 중앙대로1841번길,91,,2641010700107750001008713,마루빌딩,부산광역시 금정구 중앙대로1841번길 91,609807,46242,,3,,129.08725211404,35.249240969555
MA010120220811508688,더머슬짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380571,신평1동,2638010400,신평동,2638010400100070012,1,대지,7,12,부산광역시 사하구 신평동 7-12,263803134024,부산광역시 사하구 장평로,307,,2638010400100070012040383,,부산광역시 사하구 장평로 307,604832,49418,,4,,128.973562271419,35.0934433194954
MA010120220810629378,몸살림교실,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230570,양정2동,2623010100,양정동,2623010100102710049,1,대지,271,49,부산광역시 부산진구 양정동 271-49,262303129044,부산광역시 부산진구 연수로,33,,2623010100102710049026732,,부산광역시 부산진구 연수로 33,614854,47216,,,,129.074747370777,35.174471207682
MA010120220813900425,퍼스트핏,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26410,금정구,26410610,장전2동,2641010800,장전동,2641010800102960028,1,대지,296,28,부산광역시 금정구 장전동 296-28,264103135047,부산광역시 금정구 장전로,8,,2641010800102960028034486,수빈파크빌,부산광역시 금정구 장전로 8,609392,46292,,1,,129.087974490735,35.2277181411399
MA010120220803393047,하이짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26440,강서구,26440545,명지2동,2644010400,명지동,2644010400132370016,1,대지,3237,16,부산광역시 강서구 명지동 3237-16,264403136045,부산광역시 강서구 명지오션시티4로,82,,2644010400132370016000002,리치먼드프라자,부산광역시 강서구 명지오션시티4로 82,618814,46765,,2,,128.903235702593,35.0816808486195
MA010120220803403841,유피티스튜디오,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26500,수영구,26500760,광안1동,2650010400,광안동,2650010400106770023,1,대지,677,23,부산광역시 수영구 광안동 677-23,265003131037,부산광역시 수영구 수영로,655,,2650010400110780022015147,,부산광역시 수영구 수영로 655,613807,48243,,1,,129.114289272243,35.1642349894863
MA010120220809863954,블랙바디PTGYM,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26410,금정구,26410600,장전1동,2641010800,장전동,2641010800102220002,1,대지,222,2,부산광역시 금정구 장전동 222-2,264104205096,부산광역시 금정구 금정로149번길,13,,2641010800102220002020464,,부산광역시 금정구 금정로149번길 13,609837,46283,,,,129.087048551442,35.2378720216814
MA010120220809836747,우디짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26350,해운대구,26350551,좌1동,2635010700,좌동,2635010700114610007,1,대지,1461,7,부산광역시 해운대구 좌동 1461-7,263503133010,부산광역시 해운대구 세실로,87,,2635010700114610007006004,영진파스타,부산광역시 해운대구 세실로 87,612836,48106,,6,,129.176053374542,35.1722152831546
MA010120220808639077,점핑다이어트,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26410,금정구,26410590,부곡3동,2641010900,부곡동,2641010900102230063,1,대지,223,63,부산광역시 금정구 부곡동 223-63,264104205391,부산광역시 금정구 중앙대로1719번길,24,,2641010900102230063033212,,부산광역시 금정구 중앙대로1719번길 24,609819,46276,,1,,129.090817083406,35.2379150911455
MA010120220811933714,메트로점핑다이어트,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26290,남구,26290570,용호1동,2629010700,용호동,2629010700103700043,1,대지,370,43,부산광역시 남구 용호동 370-43,262903131005,부산광역시 남구 동명로,135,1,2629010700103700043009086,,부산광역시 남구 동명로 135-1,608833,48528,,3,,129.111790932062,35.119797618918
MA010120220808359158,헬스케어재활센터,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91139,그 외 기타 스포츠시설 운영업,26,부산광역시,26350,해운대구,26350650,재송1동,2635010400,재송동,2635010400105480000,1,대지,548,,부산광역시 해운대구 재송동 548,263504199254,부산광역시 해운대구 해운대로191번길,27,,2635010400105480000001531,헬스케어재활센터,부산광역시 해운대구 해운대로191번길 27,612828,48056,,4,,129.125168442796,35.1816800055891
MA010120220812838293,윤PT&GYM,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26410,금정구,26410610,장전2동,2641010800,장전동,2641010800104220038,1,대지,422,38,부산광역시 금정구 장전동 422-38,264104205204,부산광역시 금정구 부산대학로49번길,33,3,2641010800104220038006262,좌측,부산광역시 금정구 부산대학로49번길 33-3,609392,46293,,1,,129.085754491376,35.2298020351392
MA010120220813724742,반여헬스TOWN,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26350,해운대구,26350580,반여2동,2635010300,반여동,2635010300112911021,1,대지,1291,1021,부산광역시 해운대구 반여동 1291-1021,263503133035,부산광역시 해운대구 재반로,186,,2635010300112911023000001,,부산광역시 해운대구 재반로 186,612814,48030,,4,,129.130602003743,35.1938851263985
MA010120220812373794,윈즈휘트니스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400108460018,1,대지,846,18,부산광역시 부산진구 범천동 846-18,262303127051,부산광역시 부산진구 범일로,148,,2623010400108460018024786,,부산광역시 부산진구 범일로 148,614827,47365,,,,129.059680212764,35.1432148154651
MA010120220811621363,맨하탄토탈휘트니스구서동점,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26410,금정구,26410680,구서1동,2641010700,구서동,2641010700100860001,1,대지,86,1,부산광역시 금정구 구서동 86-1,264104205400,부산광역시 금정구 중앙대로1841번길,23,,2641010700100860001009351,현대타운,부산광역시 금정구 중앙대로1841번길 23,609854,46243,,7,,129.090509010898,35.2485899737179
MA010120220804661522,몽키짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26710,기장군,26710256,정관읍,2671025628,정관읍,2671025628113660006,1,대지,1366,6,부산광역시 기장군 정관읍 용수리 1366-6,267103140042,부산광역시 기장군 정관읍 정관4로,39,,2671032028113660006000001,제이스타워,부산광역시 기장군 정관읍 정관4로 39,619963,46012,,2,,129.170881066432,35.326554308451
MA010120220805927355,체크짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26440,강서구,26440535,명지1동,2644010400,명지동,2644010400134200006,1,대지,3420,6,부산광역시 강서구 명지동 3420-6,264403350868,부산광역시 강서구 명지국제8로,266,,2644010400134200006000001,백만프라자,부산광역시 강서구 명지국제8로 266,618200,46772,,,,128.921785091654,35.0975556797723
MA010120220811696567,상상피트니스벡스코,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,P85612,기타 스포츠 교육기관,26,부산광역시,26350,해운대구,26350520,우2동,2635010500,우동,2635010500115000000,1,대지,1500,,부산광역시 해운대구 우동 1500,263503133044,부산광역시 해운대구 APEC로,55,,2635010500115000000000417,전시장,부산광역시 해운대구 APEC로 55,612704,48060,,,,129.136011868419,35.1690623865646
MA010120220808199568,바디코어운동센터,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122720002,1,대지,2272,2,부산광역시 북구 화명동 2272-2,263204196053,부산광역시 북구 금곡대로303번길,35,,2632010200122720002017576,해경타워빌딩,부산광역시 북구 금곡대로303번길 35,616852,46525,,5,,129.011672845111,35.2354630567864
MA010120220806862291,워너짐,하단점,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26380,사하구,26380562,하단2동,2638010300,하단동,2638010300108700017,1,대지,870,17,부산광역시 사하구 하단동 870-17,263803134034,부산광역시 사하구 하신번영로,352,,2638010300108700017025369,,부산광역시 사하구 하신번영로 352,604851,49304,,2,,128.95998102477,35.1123813733518
MA010120220803407221,피트니스인앤스타,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26260,동래구,26260550,온천1동,2626010800,온천동,2626010800101820007,1,대지,182,7,부산광역시 동래구 온천동 182-7,262603130032,부산광역시 동래구 온천장로,75,,2626010800101820007012946,케이에이치파인우스,부산광역시 동래구 온천장로 75,607833,47712,,5,,129.081963614563,35.2181253477899
MA010120220806159114,와이원짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26710,기장군,26710256,정관읍,2671025622,정관읍,2671025622107170006,1,대지,717,6,부산광역시 기장군 정관읍 매학리 717-6,267103140048,부산광역시 기장군 정관읍 정관중앙로,45,,2671025622107170005000001,,부산광역시 기장군 정관읍 정관중앙로 45,619963,46015,,13,,129.178280183464,35.3211946852155
MA010120220803209291,세렌디피티짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26230,부산진구,26230610,전포2동,2623010200,전포동,2623010200108760001,1,대지,876,1,부산광역시 부산진구 전포동 876-1,262302000010,부산광역시 부산진구 중앙대로,790,,2623010200108760001000001,세렌디피티짐삼영빌딩,부산광역시 부산진구 중앙대로 790,614870,47241,,3,,129.06309888879,35.162162145814
MA010120220811449176,피티맵,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26500,수영구,26500670,남천2동,2650010500,남천동,2650010500100070013,1,대지,7,13,부산광역시 수영구 남천동 7-13,265004214128,부산광역시 수영구 남천동로108번길,13,,2650010500100070013006521,명칭없음,부산광역시 수영구 남천동로108번길 13,613813,48304,,2,,129.111955261536,35.1461174988436
MA010120220810220487,크로스핏원,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26290,남구,26290560,대연6동,2629010600,대연동,2629010600117860019,1,대지,1786,19,부산광역시 남구 대연동 1786-19,262904193405,부산광역시 남구 진남로127번길,12,,2629010600117860012007265,,부산광역시 남구 진남로127번길 12,608819,48448,,1,,129.080429830014,35.1386067277668
MA010120220811587989,람보헬스,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26410,금정구,26410555,금사회동동,2641011100,금사동,2641011100100680019,1,대지,68,19,부산광역시 금정구 금사동 68-19,264103135010,부산광역시 금정구 금사로,88,,2641011100100680019004897,,부산광역시 금정구 금사로 88,609809,46330,,,,129.112031659732,35.220316753965
MA010120220813077268,평화활법,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26500,수영구,26500730,수영동,2650010200,수영동,2650010200105180000,1,대지,518,,부산광역시 수영구 수영동 518,265003131037,부산광역시 수영구 수영로,759,,2650010200105180000012364,알파오피스텔,부산광역시 수영구 수영로 759,613832,48222,,,,129.122320792517,35.1675639154409
MA010120220808585488,엘바디핏,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26470,연제구,26470650,연산1동,2647010200,연산동,2647010200105800001,1,대지,580,1,부산광역시 연제구 연산동 580-1,264703006041,부산광역시 연제구 거제천로,246,,2647010200105800001018916,,부산광역시 연제구 거제천로 246,611821,47518,,6,,129.083809706455,35.1919691932591
MA010120220805804140,밸런스짐,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26710,기장군,26710250,기장읍,2671025021,기장읍,2671025021101590015,1,대지,159,15,부산광역시 기장군 기장읍 동부리 159-15,267104220311,부산광역시 기장군 기장읍 차성로322번길,35,,2671025021101590015000001,,부산광역시 기장군 기장읍 차성로322번길 35,619905,46061,,,,129.215739085223,35.2461897494543
MA010120220802685971,건강더함바른운동센터,,R1,예술·스포츠,R103,스포츠 서비스,R10307,헬스장,R91132,체력 단련시설 운영업,26,부산광역시,26320,북구,26320543,화명3동,2632010200,화명동,2632010200122710006,1,대지,2271,6,부산광역시 북구 화명동 2271-6,263203132027,부산광역시 북구 화명신도시로,127,,2632010200122710006008634,범서미라클,부산광역시 북구 화명신도시로 127,616852,46524,,5,,129.01059378021,35.2353548304879
